                                                                      acc      time
col           component_fun setting model                   video                  
NIR_diff_smth KernelPCA     sigmoid AgglomerativeClustering 16090101  1.0  9.301186
              PCA           default AgglomerativeClustering 16090101  1.0  9.103537
                                                                        acc      time
col             component_fun setting model                   video                  
NIR_minmax      KernelPCA     sigmoid AgglomerativeClustering 16090401  1.0  4.716396
NIR_diff_smth   KernelPCA     sigmoid AgglomerativeClustering 16090401  1.0  4.283428
NIR_minmax_smth KernelPCA     sigmoid AgglomerativeClustering 16090401  1.0  4.740953
                                                                      acc      time
col           component_fun setting model                   video                  
NIR_diff_smth KernelPCA     sigmoid AgglomerativeClustering 16090601  1.0  3.095388
NIR_255_smth  KernelPCA     cosine  AgglomerativeClustering 16090601  1.0  3.667831
                                                                          acc      time
col          component_fun setting model                   video                       
NIR_255      KernelPCA     sigmoid AgglomerativeClustering 16091201  0.972222  2.836466
NIR_255_smth KernelPCA     sigmoid AgglomerativeClustering 16091201  0.972222  2.660036
                                                                 acc        time
col     component_fun  setting model                   video                    
NIR_255 FactorAnalysis default AgglomerativeClustering 16091301  1.0  563.560724
                                                                      acc        time
col           component_fun setting model                   video                    
NIR_diff_smth FastICA       default AgglomerativeClustering 16091401  1.0  354.227304
                                                     acc       time
col      component_fun setting model  video                        
NIR_diff KernelPCA     sigmoid KMeans 16092001  0.984127  59.821367
                                                                 acc       time
col      component_fun setting model                   video                   
NIR_diff FastICA       default AgglomerativeClustering 16092101  1.0  63.904285
                                                                        acc        time
col             component_fun setting model                   video                    
NIR_minmax_smth FastICA       default AgglomerativeClustering 16092201  1.0  205.638885
                                                                 acc      time
col      component_fun setting model                   video                  
NIR_diff KernelPCA     sigmoid AgglomerativeClustering 16092301  1.0  7.730722
                                                                      acc       time
col      component_fun setting model                   video                        
NIR_diff KernelPCA     cosine  AgglomerativeClustering 16092501  0.986486  22.965431
                                                                   acc     time
col        component_fun setting model                   video                 
NIR_minmax KernelPCA     sigmoid AgglomerativeClustering 16092701  1.0  2.79665
                                                                        acc     time
col             component_fun setting model                   video                 
NIR_minmax_smth KernelPCA     sigmoid AgglomerativeClustering 16092801  1.0  4.04644
                                                                      acc       time
col      component_fun setting model                   video                        
NIR_diff KernelPCA     cosine  AgglomerativeClustering 16093001  0.919355  14.498949
                                                                   acc       time
col           component_fun setting model           video                        
NIR_diff_smth KernelPCA     sigmoid MiniBatchKMeans 16093201  0.926829  108.79159
                                               acc      time
col      component_fun setting model video                  
NIR_diff TruncatedSVD  default Birch 16093301  1.0  14.21833
                                                                             acc      time
col             component_fun setting model                   video                       
NIR_minmax_smth KernelPCA     sigmoid AgglomerativeClustering 16093501  0.963636  3.706694
                                                                   acc      time
col        component_fun setting model                   video                  
NIR_minmax KernelPCA     cosine  AgglomerativeClustering 16093601  1.0  3.967762
                                                                acc      time
col     component_fun setting model                   video                  
NIR_255 KernelPCA     sigmoid AgglomerativeClustering 16093801  1.0  4.427195
                                                              acc        time
col     component_fun setting model                   video                  
NIR_255 FastICA       default AgglomerativeClustering 170101  1.0  166.943312
                                                                      acc      time
col             component_fun setting model                   video                
NIR_255         KernelPCA     sigmoid AgglomerativeClustering 170103  1.0  2.952814
NIR_minmax_smth KernelPCA     sigmoid AgglomerativeClustering 170103  1.0  2.515316
NIR_255_smth    KernelPCA     sigmoid AgglomerativeClustering 170103  1.0  2.403259
                                                                    acc      time
col           component_fun setting model                   video                
NIR_diff_smth KernelPCA     sigmoid AgglomerativeClustering 170104  1.0  5.613089
                                                                      acc      time
col             component_fun setting model                   video                
NIR_255         KernelPCA     sigmoid AgglomerativeClustering 170108  1.0  2.089024
NIR_diff_smth   KernelPCA     sigmoid AgglomerativeClustering 170108  1.0  2.270460
NIR_minmax_smth KernelPCA     sigmoid AgglomerativeClustering 170108  1.0  2.407789
NIR_255_smth    KernelPCA     sigmoid AgglomerativeClustering 170108  1.0  2.543688
                                                   acc      time
col      component_fun setting model  video                     
NIR_diff KernelPCA     sigmoid KMeans 170110  0.920635  20.84136
avg:  0.9895739207744576 
min: 0.9193548387096774 
max: 1.0
