col,component_fun,setting,model,video,acc,time
NIR_diff,IncrementalPCA,default,Birch,16091201,0.9444444444444444,2.620210886001587
NIR_diff,IncrementalPCA,default,Birch,16091301,0.75,2.513615131378174
NIR_diff,IncrementalPCA,default,Birch,16091401,0.6530612244897959,3.2735395431518555
NIR_diff,IncrementalPCA,default,Birch,16092001,0.9523809523809524,4.647827863693237
NIR_diff,IncrementalPCA,default,Birch,16092101,0.5476190476190477,3.665503025054932
NIR_diff,IncrementalPCA,default,Birch,16092201,0.5344827586206896,9.093016147613524
NIR_diff,IncrementalPCA,default,Birch,16092301,0.6101694915254237,13.951815366744995
NIR_diff,IncrementalPCA,default,Birch,16092501,0.9054054054054054,5.2667412757873535
NIR_diff,IncrementalPCA,default,Birch,16092701,0.6388888888888888,2.269167184829712
NIR_diff,IncrementalPCA,default,Birch,16092801,1.0,3.0540244579315186
NIR_diff,IncrementalPCA,default,Birch,16093001,0.7903225806451613,4.448328018188477
NIR_diff,IncrementalPCA,default,Birch,16093201,0.8780487804878049,2.3735604286193848
NIR_diff,IncrementalPCA,default,Birch,16093301,1.0,2.296436071395874
NIR_diff,IncrementalPCA,default,Birch,16093501,0.9454545454545454,4.779625177383423
NIR_diff,IncrementalPCA,default,Birch,16093601,0.56,2.149801254272461
NIR_diff,IncrementalPCA,default,Birch,16093801,0.9154929577464788,5.91717004776001
NIR_diff,IncrementalPCA,default,Birch,170101,0.7317073170731707,2.404319524765014
NIR_diff,IncrementalPCA,default,Birch,170103,0.7142857142857143,1.9215261936187744
NIR_diff,IncrementalPCA,default,Birch,170104,0.6507936507936508,22.865275621414185
NIR_diff,IncrementalPCA,default,Birch,170108,1.0,1.6176772117614746
NIR_diff,IncrementalPCA,default,Birch,170110,0.8253968253968254,4.4729323387146
NIR_diff,IncrementalPCA,default,KMeans,16090101,0.9705882352941176,108.904061794281
NIR_diff,IncrementalPCA,default,KMeans,16090401,1.0,115.90603876113892
NIR_diff,IncrementalPCA,default,KMeans,16090601,0.9767441860465116,106.162575006485
NIR_diff,IncrementalPCA,default,KMeans,16091201,0.9166666666666666,106.26958870887756
NIR_diff,IncrementalPCA,default,KMeans,16091301,0.75,107.41612100601196
NIR_diff,IncrementalPCA,default,KMeans,16091401,0.673469387755102,111.91683292388916
NIR_diff,IncrementalPCA,default,KMeans,16092001,0.9682539682539684,110.05721163749696
NIR_diff,IncrementalPCA,default,KMeans,16092101,0.5714285714285714,32.28479242324829
NIR_diff,IncrementalPCA,default,KMeans,16092201,0.5,112.10772371292114
NIR_diff,IncrementalPCA,default,KMeans,16092301,0.711864406779661,111.3634479045868
NIR_diff,IncrementalPCA,default,KMeans,16092501,0.8108108108108107,112.73343896865843
NIR_diff,IncrementalPCA,default,KMeans,16092701,0.5555555555555556,106.81809830665588
NIR_diff,IncrementalPCA,default,KMeans,16092801,1.0,109.33864283561708
NIR_diff,IncrementalPCA,default,KMeans,16093001,0.7903225806451613,150.4334545135498
NIR_diff,IncrementalPCA,default,KMeans,16093201,0.8780487804878049,106.82473993301392
NIR_diff,IncrementalPCA,default,KMeans,16093301,1.0,106.96886801719666
NIR_diff,IncrementalPCA,default,KMeans,16093501,0.9090909090909092,113.23790574073792
NIR_diff,IncrementalPCA,default,KMeans,16093601,0.6,107.31337547302246
NIR_diff,IncrementalPCA,default,KMeans,16093801,0.943661971830986,106.36172533035278
NIR_diff,IncrementalPCA,default,KMeans,170101,0.7560975609756098,36.75995993614197
NIR_diff,IncrementalPCA,default,KMeans,170103,0.7142857142857143,107.19358086586
NIR_diff,IncrementalPCA,default,KMeans,170104,0.7142857142857143,112.28988575935364
NIR_diff,IncrementalPCA,default,KMeans,170108,1.0,112.09250211715698
NIR_diff,IncrementalPCA,default,KMeans,170110,0.873015873015873,151.86854314804077
NIR_diff,IncrementalPCA,default,MiniBatchKMeans,16090101,0.9705882352941176,6.369052410125732
NIR_diff,IncrementalPCA,default,MiniBatchKMeans,16090401,1.0,7.233419895172119
