video,clustering,acc,time
170101,MiniBatchKMeans,0.6341463414634146,199.95474815368652
170101,KMeans,0.6097560975609756,137.3600959777832
170101,SpectralClustering,0.5365853658536586,91.04776382446289
170101,Birch,0.6097560975609756,27.037382125854492
170101,AgglomerativeClustering,0.6097560975609756,2.583026885986328
170103,MiniBatchKMeans,1.0,206.4204216003418
170103,KMeans,1.0,104.75778579711914
170103,SpectralClustering,1.0,97.24640846252441
170103,Birch,1.0,34.688711166381836
170103,AgglomerativeClustering,1.0,1.5840530395507812
170104,MiniBatchKMeans,0.5873015873015873,139.42742347717285
170104,KMeans,0.5555555555555556,222.64456748962402
170104,SpectralClustering,0.7301587301587301,94.58327293395996
170104,Birch,0.6031746031746031,45.142412185668945
170104,AgglomerativeClustering,0.6031746031746031,5.146503448486328
170108,MiniBatchKMeans,0.8421052631578947,158.01644325256348
170108,KMeans,0.8421052631578947,201.6892433166504
170108,SpectralClustering,1.0,110.70728302001953
170108,Birch,1.0,33.97560119628906
170108,AgglomerativeClustering,1.0,1.1322498321533203
16090101,MiniBatchKMeans,0.8823529411764706,378.1256675720215
16090101,KMeans,0.8823529411764706,168.86472702026367
16090101,SpectralClustering,0.9117647058823529,101.60064697265625
16090101,Birch,0.9117647058823529,39.778947830200195
16090101,AgglomerativeClustering,0.9117647058823529,1.9977092742919922
16090401,MiniBatchKMeans,0.7333333333333333,181.07128143310547
16090401,KMeans,0.8266666666666667,203.13310623168945
16090401,SpectralClustering,0.6,87.08739280700684
16090401,Birch,0.6666666666666666,67.96479225158691
16090401,AgglomerativeClustering,0.6666666666666666,6.798505783081055
16090601,MiniBatchKMeans,1.0,150.08950233459473
16090601,KMeans,1.0,142.1809196472168
16090601,SpectralClustering,1.0,88.17005157470703
16090601,Birch,0.7441860465116279,11.870145797729492
16090601,AgglomerativeClustering,0.7441860465116279,3.6199092864990234
16091201,MiniBatchKMeans,0.8611111111111112,126.21235847473145
16091201,KMeans,0.8611111111111112,241.15920066833496
16091201,SpectralClustering,0.8611111111111112,93.44720840454102
16091201,Birch,0.9444444444444444,21.77143096923828
16091201,AgglomerativeClustering,0.9444444444444444,2.2008419036865234
16091301,MiniBatchKMeans,0.6590909090909091,141.40009880065918
16091301,KMeans,0.6590909090909091,247.06625938415527
16091301,SpectralClustering,0.6590909090909091,92.89312362670898
16091301,Birch,0.7272727272727273,27.055978775024414
16091301,AgglomerativeClustering,0.7272727272727273,2.580881118774414
16091401,MiniBatchKMeans,0.7446808510638298,136.02685928344727
16091401,KMeans,0.7446808510638298,175.46415328979492
16091401,SpectralClustering,0.7446808510638298,83.2664966583252
16091401,Birch,0.723404255319149,23.617982864379883
16091401,AgglomerativeClustering,0.723404255319149,3.1921863555908203
16092001,MiniBatchKMeans,0.8888888888888888,279.51550483703613
16092001,KMeans,0.8888888888888888,451.15160942077637
16092001,SpectralClustering,0.7619047619047619,147.11308479309082
16092001,Birch,0.8888888888888888,67.91996955871582
16092001,AgglomerativeClustering,0.8888888888888888,6.153345108032227
16092101,MiniBatchKMeans,0.6428571428571429,141.6494846343994
16092101,KMeans,0.6428571428571429,142.00520515441895
16092101,SpectralClustering,1.0,122.3897933959961
16092101,Birch,0.7142857142857143,26.17168426513672
16092101,AgglomerativeClustering,0.7142857142857143,3.0510425567626953
16092201,MiniBatchKMeans,0.5344827586206896,173.09975624084473
16092201,KMeans,0.603448275862069,258.74948501586914
16092201,SpectralClustering,0.6896551724137931,102.69999504089355
16092201,Birch,0.7586206896551724,25.467634201049805
16092201,AgglomerativeClustering,0.7586206896551724,4.620552062988281
16092301,MiniBatchKMeans,0.576271186440678,163.11240196228027
16092301,KMeans,0.6610169491525424,228.40619087219238
16092301,SpectralClustering,0.6610169491525424,83.34136009216309
16092301,Birch,0.5423728813559322,36.26203536987305
16092301,AgglomerativeClustering,0.5423728813559322,5.511045455932617
16092501,MiniBatchKMeans,0.7702702702702703,156.03303909301758
16092501,KMeans,0.7432432432432432,152.7876853942871
16092501,SpectralClustering,0.7162162162162162,90.54064750671387
16092501,Birch,0.7432432432432432,50.702571868896484
16092501,AgglomerativeClustering,0.7432432432432432,6.670713424682617
16092801,MiniBatchKMeans,0.92,130.38015365600586
16092801,KMeans,0.9,161.10539436340332
16092801,SpectralClustering,0.86,93.4906005859375
16092801,Birch,0.92,19.071340560913086
16092801,AgglomerativeClustering,0.92,3.265857696533203
16093001,MiniBatchKMeans,0.5483870967741935,16.842365264892578
16093001,KMeans,0.532258064516129,52.68073081970215
16093001,SpectralClustering,0.5161290322580645,18.466711044311523
16093001,Birch,0.5161290322580645,18.23139190673828
16093001,AgglomerativeClustering,0.5161290322580645,4.726886749267578
16093201,MiniBatchKMeans,0.7804878048780488,20.538806915283203
16093201,KMeans,0.7804878048780488,50.63486099243164
16093201,SpectralClustering,0.7560975609756098,20.079374313354492
16093201,Birch,0.7560975609756098,24.219512939453125
16093201,AgglomerativeClustering,0.7560975609756098,2.6099681854248047
16093301,MiniBatchKMeans,0.7837837837837838,134.8257064819336
16093301,KMeans,0.7837837837837838,138.80515098571777
16093301,SpectralClustering,0.6756756756756757,92.56839752197266
16093301,Birch,0.7837837837837838,27.379512786865234
16093301,AgglomerativeClustering,0.7837837837837838,1.9152164459228516
16093501,MiniBatchKMeans,0.9090909090909091,138.42105865478516
16093501,KMeans,0.9090909090909091,120.78380584716797
16093501,SpectralClustering,0.9090909090909091,95.45159339904785
16093501,Birch,0.8545454545454545,31.770706176757812
16093501,AgglomerativeClustering,0.8545454545454545,3.5228729248046875
