img,model,N_data,acc,time
16090101,Birch,50.0,0.8529411764705882,2.384
16090101,Birch,40.0,0.8529411764705882,2.371
16090101,Birch,35.0,0.8529411764705882,2.34
16090101,Birch,28.0,0.8529411764705882,2.336
16090101,Birch,25.0,0.8529411764705882,2.303
16090101,Birch,20.0,0.8529411764705882,2.374
16090101,Birch,14.0,0.8529411764705882,2.488
16090101,Birch,10.0,0.8529411764705882,2.25
16090101,Birch,8.0,0.9117647058823529,2.231
16090101,Birch,7.0,0.8529411764705882,2.243
16090101,Birch,5.0,0.8529411764705882,2.232
16090101,Birch,4.0,0.8529411764705882,2.252
16090101,Birch,2.0,0.9117647058823529,3.175
16090101,AgglomerativeClustering,1400.0,0.8529411764705882,1.138
16090101,AgglomerativeClustering,700.0,0.8529411764705882,0.645
16090101,AgglomerativeClustering,350.0,0.8529411764705882,0.452
16090101,AgglomerativeClustering,280.0,0.8529411764705882,0.422
16090101,AgglomerativeClustering,200.0,0.8529411764705882,0.394
16090101,AgglomerativeClustering,175.0,0.8529411764705882,0.421
16090101,AgglomerativeClustering,140.0,0.8529411764705882,0.368
16090101,AgglomerativeClustering,100.0,0.8529411764705882,0.347
16090101,AgglomerativeClustering,70.0,0.8529411764705882,0.341
16090101,AgglomerativeClustering,56.0,0.8529411764705882,0.326
16090101,AgglomerativeClustering,50.0,0.8529411764705882,0.323
16090101,AgglomerativeClustering,40.0,0.8529411764705882,0.315
16090101,AgglomerativeClustering,35.0,0.8529411764705882,0.313
16090101,AgglomerativeClustering,28.0,0.8529411764705882,0.308
16090101,AgglomerativeClustering,25.0,0.8529411764705882,0.35
16090101,AgglomerativeClustering,20.0,0.8529411764705882,0.306
16090101,AgglomerativeClustering,14.0,0.8529411764705882,0.302
16090101,AgglomerativeClustering,10.0,0.8529411764705882,0.297
16090101,AgglomerativeClustering,8.0,0.9117647058823529,0.3
16090101,AgglomerativeClustering,7.0,0.8529411764705882,0.298
16090101,AgglomerativeClustering,5.0,0.8529411764705882,0.295
16090101,AgglomerativeClustering,4.0,0.8529411764705882,0.295
16090101,AgglomerativeClustering,2.0,0.9117647058823529,0.291
16090401,MiniBatchKMeans,1400.0,0.7466666666666667,137.903
16090401,MiniBatchKMeans,700.0,0.8133333333333334,139.152
16090401,MiniBatchKMeans,350.0,0.76,130.515
16090401,MiniBatchKMeans,280.0,0.8266666666666667,131.311
16090401,MiniBatchKMeans,200.0,0.8266666666666667,132.138
16090401,MiniBatchKMeans,175.0,0.7466666666666667,17.508
16090401,MiniBatchKMeans,140.0,0.8133333333333334,145.606
16090401,MiniBatchKMeans,100.0,0.8266666666666667,6.902
16090401,MiniBatchKMeans,70.0,0.84,6.487
16090401,MiniBatchKMeans,56.0,0.8266666666666667,5.873
16090401,MiniBatchKMeans,50.0,0.76,13.562
16090401,MiniBatchKMeans,40.0,0.8133333333333334,7.237
16090401,MiniBatchKMeans,35.0,0.6933333333333334,7.495
16090401,MiniBatchKMeans,28.0,0.7733333333333333,8.988
16090401,MiniBatchKMeans,25.0,0.8133333333333334,7.36
16090401,MiniBatchKMeans,20.0,0.7866666666666666,8.063
16090401,MiniBatchKMeans,14.0,0.8133333333333334,6.591
16090401,MiniBatchKMeans,10.0,0.9733333333333334,7.453
16090401,MiniBatchKMeans,8.0,0.8533333333333333,5.592
16090401,MiniBatchKMeans,7.0,0.7866666666666666,6.974
16090401,MiniBatchKMeans,5.0,0.7333333333333333,7.526
16090401,MiniBatchKMeans,4.0,0.8,5.566
16090401,MiniBatchKMeans,2.0,0.8133333333333334,12.879
16090401,KMeans,1400.0,0.8133333333333334,108.971
16090401,KMeans,700.0,0.8133333333333334,97.496
16090401,KMeans,350.0,0.8133333333333334,99.499
16090401,KMeans,280.0,0.8133333333333334,44.068
16090401,KMeans,200.0,0.8266666666666667,46.839
16090401,KMeans,175.0,0.8266666666666667,79.386
16090401,KMeans,140.0,0.8133333333333334,113.817
16090401,KMeans,100.0,0.8133333333333334,93.094
16090401,KMeans,70.0,0.8133333333333334,11.961
16090401,KMeans,56.0,0.8133333333333334,11.092
16090401,KMeans,50.0,0.8133333333333334,12.204
16090401,KMeans,40.0,0.8133333333333334,11.932
16090401,KMeans,35.0,0.8133333333333334,11.954
16090401,KMeans,28.0,0.8133333333333334,11.642
16090401,KMeans,25.0,0.8133333333333334,11.823
16090401,KMeans,20.0,0.8133333333333334,12.121
16090401,KMeans,14.0,0.76,11.042
16090401,KMeans,10.0,0.8533333333333333,11.566
16090401,KMeans,8.0,0.8533333333333334,12.253
16090401,KMeans,7.0,0.7733333333333333,11.539
16090401,KMeans,5.0,0.7333333333333333,13.011
16090401,KMeans,4.0,0.8,12.439
16090401,KMeans,2.0,0.8133333333333334,9.489
16090401,SpectralClustering,1400.0,0.5866666666666667,16.516
16090401,SpectralClustering,700.0,0.5866666666666667,17.88
16090401,SpectralClustering,350.0,0.64,17.463
16090401,SpectralClustering,280.0,0.6799999999999999,14.692
16090401,SpectralClustering,200.0,0.6933333333333334,16.996
16090401,SpectralClustering,175.0,0.6933333333333334,16.484
16090401,SpectralClustering,140.0,0.6933333333333334,15.65
16090401,SpectralClustering,100.0,0.7333333333333333,15.913
16090401,SpectralClustering,70.0,0.7333333333333334,14.543
16090401,SpectralClustering,56.0,0.7333333333333334,14.259
16090401,SpectralClustering,50.0,0.7333333333333334,16.325
16090401,SpectralClustering,40.0,0.7466666666666666,14.556
16090401,SpectralClustering,35.0,0.7466666666666666,15.266
16090401,SpectralClustering,28.0,0.7733333333333333,15.016
16090401,SpectralClustering,25.0,0.7466666666666666,13.717
16090401,SpectralClustering,20.0,0.7733333333333333,13.106
16090401,SpectralClustering,14.0,0.76,13.323
16090401,SpectralClustering,10.0,0.8533333333333334,14.075
16090401,SpectralClustering,8.0,0.8533333333333334,13.974
16090401,SpectralClustering,7.0,0.7733333333333333,15.442
16090401,SpectralClustering,5.0,0.7333333333333334,15.677
16090401,SpectralClustering,4.0,0.8,12.355
16090401,SpectralClustering,2.0,0.8133333333333334,13.007
16090401,Birch,1400.0,0.8533333333333334,25.232
16090401,Birch,700.0,0.8533333333333334,19.067
16090401,Birch,350.0,0.8533333333333334,15.172
16090401,Birch,280.0,0.8533333333333334,14.59
16090401,Birch,200.0,0.8533333333333334,13.765
16090401,Birch,175.0,0.8533333333333334,13.47
16090401,Birch,140.0,0.8533333333333334,13.465
16090401,Birch,100.0,0.8533333333333334,12.379
16090401,Birch,70.0,0.8533333333333334,12.023
16090401,Birch,56.0,0.8533333333333334,11.862
16090401,Birch,50.0,0.8533333333333334,11.755
16090401,Birch,40.0,0.8533333333333334,11.849
16090401,Birch,35.0,0.8533333333333334,6.858
16090401,Birch,28.0,0.8533333333333334,6.41
16090401,Birch,25.0,0.8533333333333334,6.464
16090401,Birch,20.0,0.8533333333333334,6.404
16090401,Birch,14.0,0.6666666666666667,6.353
16090401,Birch,10.0,0.8533333333333333,6.18
16090401,Birch,8.0,0.6666666666666667,5.989
16090401,Birch,7.0,0.8133333333333334,5.944
16090401,Birch,5.0,0.8133333333333334,3.623
16090401,Birch,4.0,0.6666666666666666,3.583
16090401,Birch,2.0,0.6533333333333333,3.573
16090401,AgglomerativeClustering,1400.0,0.8533333333333334,3.361
16090401,AgglomerativeClustering,700.0,0.8533333333333334,1.776
16090401,AgglomerativeClustering,350.0,0.8533333333333334,1.142
16090401,AgglomerativeClustering,280.0,0.8533333333333334,0.992
16090401,AgglomerativeClustering,200.0,0.8533333333333334,0.862
16090401,AgglomerativeClustering,175.0,0.8533333333333334,0.806
16090401,AgglomerativeClustering,140.0,0.8533333333333334,0.721
16090401,AgglomerativeClustering,100.0,0.8533333333333334,0.646
16090401,AgglomerativeClustering,70.0,0.8533333333333334,0.58
16090401,AgglomerativeClustering,56.0,0.8533333333333334,0.547
16090401,AgglomerativeClustering,50.0,0.8533333333333334,0.567
16090401,AgglomerativeClustering,40.0,0.8533333333333334,0.516
16090401,AgglomerativeClustering,35.0,0.8533333333333334,0.503
16090401,AgglomerativeClustering,28.0,0.8533333333333334,0.486
16090401,AgglomerativeClustering,25.0,0.8533333333333334,0.479
16090401,AgglomerativeClustering,20.0,0.8533333333333334,0.468
16090401,AgglomerativeClustering,14.0,0.6666666666666667,0.455
16090401,AgglomerativeClustering,10.0,0.8533333333333333,0.442
16090401,AgglomerativeClustering,8.0,1.0,0.448
16090401,AgglomerativeClustering,7.0,0.8133333333333334,0.443
16090401,AgglomerativeClustering,5.0,0.8133333333333334,0.437
16090401,AgglomerativeClustering,4.0,0.8,0.543
16090401,AgglomerativeClustering,2.0,0.8133333333333334,0.462
16090601,MiniBatchKMeans,1400.0,1.0,138.129
16090601,MiniBatchKMeans,700.0,1.0,131.801
16090601,MiniBatchKMeans,350.0,1.0,147.649
16090601,MiniBatchKMeans,280.0,1.0,130.743
16090601,MiniBatchKMeans,200.0,1.0,6.404
16090601,MiniBatchKMeans,175.0,1.0,6.062
16090601,MiniBatchKMeans,140.0,1.0,5.946
16090601,MiniBatchKMeans,100.0,0.6976744186046512,6.799
16090601,MiniBatchKMeans,70.0,0.6976744186046512,6.972
16090601,MiniBatchKMeans,56.0,1.0,5.696
16090601,MiniBatchKMeans,50.0,0.6976744186046512,7.141
16090601,MiniBatchKMeans,40.0,1.0,8.194
16090601,MiniBatchKMeans,35.0,1.0,5.86
16090601,MiniBatchKMeans,28.0,1.0,6.307
16090601,MiniBatchKMeans,25.0,1.0,7.165
16090601,MiniBatchKMeans,20.0,1.0,5.58
16090601,MiniBatchKMeans,14.0,1.0,8.964
16090601,MiniBatchKMeans,10.0,1.0,9.664
16090601,MiniBatchKMeans,8.0,0.6511627906976745,9.832
16090601,MiniBatchKMeans,7.0,0.6744186046511628,5.972
16090601,MiniBatchKMeans,5.0,0.6976744186046512,6.863
16090601,MiniBatchKMeans,4.0,0.5116279069767442,5.73
16090601,MiniBatchKMeans,2.0,0.6046511627906976,5.737
16090601,KMeans,1400.0,1.0,154.55
16090601,KMeans,700.0,1.0,161.68
16090601,KMeans,350.0,1.0,157.323
16090601,KMeans,280.0,1.0,95.65
16090601,KMeans,200.0,1.0,93.244
16090601,KMeans,175.0,1.0,17.658
16090601,KMeans,140.0,1.0,11.07
16090601,KMeans,100.0,1.0,10.951
16090601,KMeans,70.0,1.0,10.253
16090601,KMeans,56.0,1.0,9.836
16090601,KMeans,50.0,1.0,10.795
16090601,KMeans,40.0,1.0,10.208
16090601,KMeans,35.0,1.0,9.947
16090601,KMeans,28.0,1.0,9.877
16090601,KMeans,25.0,1.0,10.279
16090601,KMeans,20.0,1.0,10.676
16090601,KMeans,14.0,1.0,10.725
16090601,KMeans,10.0,1.0,10.443
16090601,KMeans,8.0,0.5348837209302325,10.187
16090601,KMeans,7.0,0.6976744186046512,9.804
16090601,KMeans,5.0,0.6976744186046512,9.729
16090601,KMeans,4.0,0.7209302325581395,10.292
16090601,KMeans,2.0,0.5116279069767442,9.426
16090601,SpectralClustering,1400.0,1.0,12.52
16090601,SpectralClustering,700.0,1.0,12.314
16090601,SpectralClustering,350.0,0.9767441860465116,12.422
16090601,SpectralClustering,280.0,0.9767441860465116,12.268
16090601,SpectralClustering,200.0,0.9767441860465116,11.714
16090601,SpectralClustering,175.0,0.9534883720930233,11.775
16090601,SpectralClustering,140.0,0.9534883720930233,12.136
16090601,SpectralClustering,100.0,0.7209302325581395,12.557
16090601,SpectralClustering,70.0,0.627906976744186,14.67
16090601,SpectralClustering,56.0,0.627906976744186,12.964
16090601,SpectralClustering,50.0,0.627906976744186,12.45
16090601,SpectralClustering,40.0,0.627906976744186,11.71
16090601,SpectralClustering,35.0,0.627906976744186,11.958
16090601,SpectralClustering,28.0,0.627906976744186,11.739
16090601,SpectralClustering,25.0,0.627906976744186,38.496
16090601,SpectralClustering,20.0,0.627906976744186,26.892
16090601,SpectralClustering,14.0,0.6976744186046512,11.948
16090601,SpectralClustering,10.0,0.8604651162790697,13.317
16090601,SpectralClustering,8.0,0.5348837209302326,15.167
16090601,SpectralClustering,7.0,0.627906976744186,12.385
16090601,SpectralClustering,5.0,0.6976744186046512,12.414
16090601,SpectralClustering,4.0,0.6744186046511628,13.529
16090601,SpectralClustering,2.0,0.5116279069767442,26.438
16090601,Birch,1400.0,0.7441860465116279,16.686
16090601,Birch,700.0,0.7441860465116279,18.236
16090601,Birch,350.0,0.7441860465116279,16.746
16090601,Birch,280.0,0.7441860465116279,38.244
16090601,Birch,200.0,0.7441860465116279,18.279
16090601,Birch,175.0,0.7441860465116279,19.438
16090601,Birch,140.0,0.7441860465116279,27.932
16090601,Birch,100.0,0.7441860465116279,5.141
16090601,Birch,70.0,0.7441860465116279,3.153
16090601,Birch,56.0,0.7441860465116279,13.267
16090601,Birch,50.0,0.7441860465116279,3.536
16090601,Birch,40.0,0.7441860465116279,2.631
16090601,Birch,35.0,0.7441860465116279,2.96
16090601,Birch,28.0,0.7441860465116279,2.911
16090601,Birch,25.0,0.7441860465116279,2.826
16090601,Birch,20.0,0.7441860465116279,3.633
16090601,Birch,14.0,0.7441860465116279,2.639
16090601,Birch,10.0,0.9069767441860465,2.736
16090601,Birch,8.0,0.7441860465116279,2.587
16090601,Birch,7.0,0.6976744186046512,2.582
16090601,Birch,5.0,0.7441860465116279,2.574
16090601,Birch,4.0,0.7209302325581395,2.52
16090601,Birch,2.0,0.5116279069767442,2.448
16090601,AgglomerativeClustering,1400.0,0.7441860465116279,1.58
16090601,AgglomerativeClustering,700.0,0.7441860465116279,0.784
16090601,AgglomerativeClustering,350.0,0.7441860465116279,0.612
16090601,AgglomerativeClustering,280.0,0.7441860465116279,0.524
16090601,AgglomerativeClustering,200.0,0.7441860465116279,0.466
16090601,AgglomerativeClustering,175.0,0.7441860465116279,0.46
16090601,AgglomerativeClustering,140.0,0.7441860465116279,0.455
16090601,AgglomerativeClustering,100.0,0.7441860465116279,0.399
16090601,AgglomerativeClustering,70.0,0.7441860465116279,0.372
16090601,AgglomerativeClustering,56.0,0.7441860465116279,0.361
16090601,AgglomerativeClustering,50.0,0.7441860465116279,0.397
16090601,AgglomerativeClustering,40.0,0.7441860465116279,0.348
16090601,AgglomerativeClustering,35.0,0.7441860465116279,0.346
16090601,AgglomerativeClustering,28.0,0.7441860465116279,0.338
16090601,AgglomerativeClustering,25.0,0.7441860465116279,0.335
16090601,AgglomerativeClustering,20.0,0.7441860465116279,0.33
16090601,AgglomerativeClustering,14.0,0.7441860465116279,0.326
16090601,AgglomerativeClustering,10.0,0.9069767441860465,0.323
16090601,AgglomerativeClustering,8.0,0.7441860465116279,0.323
16090601,AgglomerativeClustering,7.0,0.6976744186046512,0.348
16090601,AgglomerativeClustering,5.0,0.7441860465116279,0.319
16090601,AgglomerativeClustering,4.0,0.7209302325581395,0.318
16090601,AgglomerativeClustering,2.0,0.5813953488372092,0.319
16091201,MiniBatchKMeans,1400.0,0.7777777777777778,134.888
16091201,MiniBatchKMeans,700.0,0.8611111111111112,150.978
16091201,MiniBatchKMeans,350.0,0.8611111111111112,133.544
16091201,MiniBatchKMeans,280.0,0.8611111111111112,124.448
16091201,MiniBatchKMeans,200.0,0.8611111111111112,12.007
16091201,MiniBatchKMeans,175.0,0.8611111111111112,6.929
16091201,MiniBatchKMeans,140.0,0.8888888888888888,6.116
16091201,MiniBatchKMeans,100.0,0.8611111111111112,10.078
16091201,MiniBatchKMeans,70.0,0.8611111111111112,7.798
16091201,MiniBatchKMeans,56.0,0.8611111111111112,6.306
16091201,MiniBatchKMeans,50.0,0.8611111111111112,10.277
16091201,MiniBatchKMeans,40.0,0.8611111111111112,6.51
16091201,MiniBatchKMeans,35.0,0.8611111111111112,6.494
16091201,MiniBatchKMeans,28.0,0.8611111111111112,5.559
16091201,MiniBatchKMeans,25.0,0.8611111111111112,6.466
16091201,MiniBatchKMeans,20.0,0.8611111111111112,8.721
16091201,MiniBatchKMeans,14.0,0.8611111111111112,6.415
16091201,MiniBatchKMeans,10.0,0.8611111111111112,7.568
16091201,MiniBatchKMeans,8.0,0.8055555555555556,5.875
16091201,MiniBatchKMeans,7.0,0.8055555555555556,6.618
16091201,MiniBatchKMeans,5.0,0.8611111111111112,6.588
16091201,MiniBatchKMeans,4.0,0.8055555555555556,7.314
16091201,MiniBatchKMeans,2.0,0.8333333333333334,5.452
16091201,KMeans,1400.0,0.8611111111111112,138.188
16091201,KMeans,700.0,0.8611111111111112,164.774
16091201,KMeans,350.0,0.8611111111111112,128.998
16091201,KMeans,280.0,0.8611111111111112,140.815
16091201,KMeans,200.0,0.8611111111111112,92.957
16091201,KMeans,175.0,0.8611111111111112,10.49
16091201,KMeans,140.0,0.8611111111111112,10.251
16091201,KMeans,100.0,0.8611111111111112,9.589
16091201,KMeans,70.0,0.8611111111111112,10.089
16091201,KMeans,56.0,0.8611111111111112,10.757
16091201,KMeans,50.0,0.8611111111111112,10.475
16091201,KMeans,40.0,0.8611111111111112,9.67
16091201,KMeans,35.0,0.8611111111111112,9.636
16091201,KMeans,28.0,0.8611111111111112,9.17
16091201,KMeans,25.0,0.8611111111111112,10.03
16091201,KMeans,20.0,0.8611111111111112,10.448
16091201,KMeans,14.0,0.8611111111111112,9.79
16091201,KMeans,10.0,0.7777777777777778,9.602
16091201,KMeans,8.0,0.7777777777777778,10.325
16091201,KMeans,7.0,0.7777777777777778,11.788
16091201,KMeans,5.0,0.7777777777777778,10.99
16091201,KMeans,4.0,0.7777777777777778,11.353
16091201,KMeans,2.0,0.7222222222222222,11.354
16091201,SpectralClustering,1400.0,0.8611111111111112,11.331
16091201,SpectralClustering,700.0,0.8611111111111112,12.475
16091201,SpectralClustering,350.0,0.8611111111111112,12.05
16091201,SpectralClustering,280.0,0.8611111111111112,12.709
16091201,SpectralClustering,200.0,0.8611111111111112,12.232
16091201,SpectralClustering,175.0,0.8611111111111112,15.38
16091201,SpectralClustering,140.0,0.8611111111111112,13.436
16091201,SpectralClustering,100.0,0.8611111111111112,14.224
16091201,SpectralClustering,70.0,0.8611111111111112,12.236
16091201,SpectralClustering,56.0,0.8611111111111112,12.52
16091201,SpectralClustering,50.0,0.8611111111111112,13.559
16091201,SpectralClustering,40.0,0.8611111111111112,13.187
16091201,SpectralClustering,35.0,0.8611111111111112,12.658
16091201,SpectralClustering,28.0,0.8611111111111112,12.291
16091201,SpectralClustering,25.0,0.8611111111111112,12.98
16091201,SpectralClustering,20.0,0.8611111111111112,12.797
16091201,SpectralClustering,14.0,0.7777777777777778,12.589
16091201,SpectralClustering,10.0,0.7777777777777778,14.301
16091201,SpectralClustering,8.0,0.7777777777777778,13.628
16091201,SpectralClustering,7.0,0.7777777777777778,14.113
16091201,SpectralClustering,5.0,0.7777777777777778,11.722
16091201,SpectralClustering,4.0,0.7777777777777778,13.973
16091201,SpectralClustering,2.0,0.6666666666666666,13.46
16091201,Birch,1400.0,0.9444444444444444,27.003
16091201,Birch,700.0,0.9444444444444444,24.332
16091201,Birch,350.0,0.9444444444444444,23.435
16091201,Birch,280.0,0.9444444444444444,20.493
16091201,Birch,200.0,0.9444444444444444,25.395
16091201,Birch,175.0,0.9444444444444444,20.089
16091201,Birch,140.0,0.9444444444444444,23.082
16091201,Birch,100.0,0.9444444444444444,4.631
16091201,Birch,70.0,0.9444444444444444,3.778
16091201,Birch,56.0,0.9444444444444444,3.074
16091201,Birch,50.0,0.9444444444444444,2.419
16091201,Birch,40.0,0.9444444444444444,2.586
16091201,Birch,35.0,0.9444444444444444,2.413
16091201,Birch,28.0,0.9444444444444444,2.38
16091201,Birch,25.0,0.9444444444444444,2.407
16091201,Birch,20.0,0.9444444444444444,2.404
16091201,Birch,14.0,0.9444444444444444,2.366
16091201,Birch,10.0,0.8611111111111112,2.343
16091201,Birch,8.0,0.7777777777777778,2.284
16091201,Birch,7.0,0.6666666666666666,2.288
16091201,Birch,5.0,0.7777777777777778,2.275
16091201,Birch,4.0,0.7777777777777778,2.484
16091201,Birch,2.0,0.8333333333333334,2.192
16091201,AgglomerativeClustering,1400.0,0.9444444444444444,1.284
16091201,AgglomerativeClustering,700.0,0.9444444444444444,0.632
16091201,AgglomerativeClustering,350.0,0.9444444444444444,0.515
16091201,AgglomerativeClustering,280.0,0.9444444444444444,0.445
16091201,AgglomerativeClustering,200.0,0.9444444444444444,0.41
16091201,AgglomerativeClustering,175.0,0.9444444444444444,0.395
16091201,AgglomerativeClustering,140.0,0.9444444444444444,0.413
16091201,AgglomerativeClustering,100.0,0.9444444444444444,0.358
16091201,AgglomerativeClustering,70.0,0.9444444444444444,0.338
16091201,AgglomerativeClustering,56.0,0.9444444444444444,0.328
16091201,AgglomerativeClustering,50.0,0.9444444444444444,0.327
16091201,AgglomerativeClustering,40.0,0.9444444444444444,0.362
16091201,AgglomerativeClustering,35.0,0.9444444444444444,0.342
16091201,AgglomerativeClustering,28.0,0.9444444444444444,0.366
16091201,AgglomerativeClustering,25.0,0.9444444444444444,0.475
16091201,AgglomerativeClustering,20.0,0.9444444444444444,0.316
16091201,AgglomerativeClustering,14.0,0.9444444444444444,0.307
16091201,AgglomerativeClustering,10.0,0.8611111111111112,0.324
16091201,AgglomerativeClustering,8.0,0.7777777777777778,0.304
16091201,AgglomerativeClustering,7.0,0.8611111111111112,0.304
16091201,AgglomerativeClustering,5.0,0.6666666666666666,0.302
16091201,AgglomerativeClustering,4.0,0.7777777777777778,0.299
16091201,AgglomerativeClustering,2.0,0.8333333333333334,0.298
16091301,MiniBatchKMeans,1400.0,0.6590909090909091,152.259
16091301,MiniBatchKMeans,700.0,0.6590909090909092,152.192
16091301,MiniBatchKMeans,350.0,0.6590909090909091,138.001
16091301,MiniBatchKMeans,280.0,0.6590909090909092,132.441
16091301,MiniBatchKMeans,200.0,0.6590909090909091,6.395
16091301,MiniBatchKMeans,175.0,0.6590909090909092,11.102
16091301,MiniBatchKMeans,140.0,0.6590909090909091,9.161
16091301,MiniBatchKMeans,100.0,0.6590909090909092,7.036
16091301,MiniBatchKMeans,70.0,0.6590909090909092,5.793
16091301,MiniBatchKMeans,56.0,0.6590909090909091,7.113
16091301,MiniBatchKMeans,50.0,0.6590909090909092,6.359
16091301,MiniBatchKMeans,40.0,0.6590909090909091,7.938
16091301,MiniBatchKMeans,35.0,0.6590909090909092,8.883
16091301,MiniBatchKMeans,28.0,0.6590909090909092,6.306
16091301,MiniBatchKMeans,25.0,0.6590909090909092,7.911
16091301,MiniBatchKMeans,20.0,0.6590909090909091,6.976
16091301,MiniBatchKMeans,14.0,0.6590909090909092,6.208
16091301,MiniBatchKMeans,10.0,0.6590909090909092,9.653
16091301,MiniBatchKMeans,8.0,0.6590909090909092,8.528
16091301,MiniBatchKMeans,7.0,0.6590909090909092,8.938
16091301,MiniBatchKMeans,5.0,0.6590909090909091,8.291
16091301,MiniBatchKMeans,4.0,0.7272727272727273,8.464
16091301,MiniBatchKMeans,2.0,0.6818181818181818,6.634
16091301,KMeans,1400.0,0.6590909090909091,132.928
16091301,KMeans,700.0,0.6590909090909092,94.376
16091301,KMeans,350.0,0.6590909090909091,53.066
16091301,KMeans,280.0,0.6590909090909091,112.154
16091301,KMeans,200.0,0.6590909090909091,88.001
16091301,KMeans,175.0,0.6590909090909092,13.462
16091301,KMeans,140.0,0.6590909090909091,11.343
16091301,KMeans,100.0,0.6590909090909092,10.816
16091301,KMeans,70.0,0.6590909090909091,10.415
16091301,KMeans,56.0,0.6590909090909092,10.916
16091301,KMeans,50.0,0.6590909090909092,10.102
16091301,KMeans,40.0,0.6590909090909092,10.234
16091301,KMeans,35.0,0.6590909090909091,10.831
16091301,KMeans,28.0,0.6590909090909091,9.992
16091301,KMeans,25.0,0.6590909090909091,9.799
16091301,KMeans,20.0,0.6590909090909092,9.691
16091301,KMeans,14.0,0.6590909090909092,10.169
16091301,KMeans,10.0,0.6590909090909092,10.233
16091301,KMeans,8.0,0.6590909090909092,9.665
16091301,KMeans,7.0,0.6590909090909091,10.858
16091301,KMeans,5.0,0.6590909090909091,10.259
16091301,KMeans,4.0,0.6590909090909091,9.145
16091301,KMeans,2.0,0.6363636363636364,8.855
16091301,SpectralClustering,1400.0,0.6590909090909092,11.624
16091301,SpectralClustering,700.0,0.6818181818181818,13.353
16091301,SpectralClustering,350.0,0.6818181818181818,13.215
16091301,SpectralClustering,280.0,0.6818181818181819,13.604
16091301,SpectralClustering,200.0,0.6818181818181819,13.211
16091301,SpectralClustering,175.0,0.6818181818181818,13.289
16091301,SpectralClustering,140.0,0.6818181818181818,13.404
16091301,SpectralClustering,100.0,0.7045454545454546,13.018
16091301,SpectralClustering,70.0,0.7045454545454546,12.003
16091301,SpectralClustering,56.0,0.6590909090909091,12.237
16091301,SpectralClustering,50.0,0.6590909090909091,12.697
16091301,SpectralClustering,40.0,0.6590909090909091,13.667
16091301,SpectralClustering,35.0,0.6590909090909092,12.214
16091301,SpectralClustering,28.0,0.6590909090909092,12.055
16091301,SpectralClustering,25.0,0.6590909090909091,13.016
16091301,SpectralClustering,20.0,0.6590909090909092,12.863
16091301,SpectralClustering,14.0,0.6590909090909092,12.251
16091301,SpectralClustering,10.0,0.6590909090909092,11.565
16091301,SpectralClustering,8.0,0.6590909090909092,11.445
16091301,SpectralClustering,7.0,0.6590909090909092,12.141
16091301,SpectralClustering,5.0,0.6590909090909092,12.384
16091301,SpectralClustering,4.0,0.6590909090909092,12.989
16091301,SpectralClustering,2.0,0.6363636363636364,12.437
16091301,Birch,1400.0,0.7272727272727273,7.978
16091301,Birch,700.0,0.7272727272727273,6.63
16091301,Birch,350.0,0.7272727272727273,5.361
16091301,Birch,280.0,0.7272727272727273,5.102
16091301,Birch,200.0,0.7272727272727273,4.809
16091301,Birch,175.0,0.7272727272727273,4.65
16091301,Birch,140.0,0.7272727272727273,4.54
16091301,Birch,100.0,0.7272727272727273,4.673
16091301,Birch,70.0,0.7272727272727273,4.196
16091301,Birch,56.0,0.7272727272727273,4.14
16091301,Birch,50.0,0.7272727272727273,4.086
16091301,Birch,40.0,0.7272727272727273,4.071
16091301,Birch,35.0,0.7272727272727273,4.035
16091301,Birch,28.0,0.7272727272727273,3.125
16091301,Birch,25.0,0.6590909090909091,2.602
16091301,Birch,20.0,0.6590909090909091,3.099
16091301,Birch,14.0,0.6590909090909091,2.601
16091301,Birch,10.0,0.6590909090909091,2.595
16091301,Birch,8.0,0.6590909090909091,2.614
16091301,Birch,7.0,0.7272727272727273,2.631
16091301,Birch,5.0,0.6590909090909091,2.967
16091301,Birch,4.0,0.7045454545454546,2.625
16091301,Birch,2.0,0.6363636363636364,2.44
16091301,AgglomerativeClustering,1400.0,0.7272727272727273,1.613
16091301,AgglomerativeClustering,700.0,0.7272727272727273,0.885
16091301,AgglomerativeClustering,350.0,0.7272727272727273,0.66
16091301,AgglomerativeClustering,280.0,0.7272727272727273,0.544
16091301,AgglomerativeClustering,200.0,0.7272727272727273,0.483
16091301,AgglomerativeClustering,175.0,0.7272727272727273,0.502
16091301,AgglomerativeClustering,140.0,0.7272727272727273,0.437
16091301,AgglomerativeClustering,100.0,0.7272727272727273,0.411
16091301,AgglomerativeClustering,70.0,0.7272727272727273,0.381
16091301,AgglomerativeClustering,56.0,0.7272727272727273,0.412
16091301,AgglomerativeClustering,50.0,0.7272727272727273,0.365
16091301,AgglomerativeClustering,40.0,0.7272727272727273,0.354
16091301,AgglomerativeClustering,35.0,0.7272727272727273,0.351
16091301,AgglomerativeClustering,28.0,0.7272727272727273,0.382
16091301,AgglomerativeClustering,25.0,0.6590909090909091,0.344
16091301,AgglomerativeClustering,20.0,0.6590909090909091,0.339
16091301,AgglomerativeClustering,14.0,0.6590909090909091,0.332
16091301,AgglomerativeClustering,10.0,0.6590909090909091,0.33
16091301,AgglomerativeClustering,8.0,0.6590909090909091,0.328
